title_zh,title_en,release_year,listed_in_zh_en,description,rating,duration_min,genre_list
冰海奇緣,Pan's Labyrinth,2006,"劇情片 (Drama), International Movies, 奇幻片 (Fantasy)",小奧費莉亞遇見了一名神話中的山精，他宣稱她注定要成為地下王國的公主。但首先，她必須完成三個危險的任務。,R,119.0,"['Dramas', 'International Movies', 'Sci-Fi & Fantasy']"
神奇寶貝大電影：我們的力量,Pokémon the Movie: Power of Us,2018,"Anime Features, Children & Family Movies",小智和皮卡丘前往富拉市參加風之祭典。當災難來臨時，他們必須與一群不速之客合作，一起拯救這一天！,TV-Y7,98.0,"['Anime Features', 'Children & Family Movies']"
佔有慾,Posesif,2017,"劇情片 (Drama), International Movies, 愛情片 (Romance)",一名學生潛水員冒著失去學業前途和與父親關係的風險，因為和一位情緒起伏不定的轉學生約會，而這位轉學生完全沉浸在他們的浪漫關係中。,TV-MA,102.0,"['Dramas', 'International Movies', 'Romantic Movies']"
請回答1988,Reply 1988,2015,"國際影集 (International TV), Korean TV Shows, 愛情片 (Romance)",帶著懷舊情懷，回到1980年代末的首爾小區，跟隨五個家庭和他們的五個青少年孩子的生活。,TV-14,1.0,"['International TV Shows', 'Korean TV Shows', 'Romantic TV Shows']"
騷亂,Riot,2015,動作片 (Action),為了對妻子被謀殺尋求報復，一名警察搶劫了一家銀行，目的是被投進監獄與毀了他一生的俄羅斯大亨同在。,TV-MA,88.0,['Action & Adventure']
公路旅行：啤酒乒乓球,Road Trip: Beer Pong,2009,喜劇片 (Comedy),三個大學好友踏上旅程，參加一場重要的啤酒乒乓球比賽，但旅程卻變成了一場荒誕的奇幻之旅。,R,97.0,['Comedies']
救救我,Save Me,2017,"國際影集 (International TV), Korean TV Shows, 劇情片 (Drama)",四名年輕男子前來救援一位曾就讀同學，其家人陷入了一個宗教邪教和其有魅力的領袖的魔掌中。,TV-MA,1.0,"['International TV Shows', 'Korean TV Shows', 'TV Dramas']"
盤旋出影集,Spinning Out,2020,劇情片 (Drama),一位花式滑冰的奧運有望選手努力平衡愛情、家庭和脆弱的心理健康，當她夢想的勝利讓她陷入暈眩的控制中。,TV-MA,1.0,['TV Dramas']
河伯的新娘,The Bride of Habaek,2017,"國際影集 (International TV), Korean TV Shows, 愛情片 (Romance)",當水神河伯在人間尋找神石的任務出現意外時，他尋求心理醫生的幫助，而這位心理醫生命中注定要侍奉他。,TV-14,1.0,"['International TV Shows', 'Korean TV Shows', 'Romantic TV Shows']"
纏綿,Aaviri,2019,"恐怖片 (Horror), International Movies, 驚悚片 (Thriller)",在一次意外中失去他們的第一個孩子後，一對夫妻搬到了一座宮殿般的家中，他們的年幼女兒受到了一個神秘幽靈的影響。,TV-14,110.0,"['Horror Movies', 'International Movies', 'Thrillers']"
為什麼阿爾伯特平托會發脾氣？,Albert Pinto Ko Gussa Kyun Aata Hai?,2019,"劇情片 (Drama), Independent Movies, International Movies",當警方調查他的失蹤時，一名年輕男子前往果亞執行一個充滿對社會多年積壓怒火的報復行動。,TV-MA,85.0,"['Dramas', 'Independent Movies', 'International Movies']"
嵐的日記 -航海-,ARASHI's Diary -Voyage-,2019,"訪談式紀錄劇集 (Docuseries), 國際影集 (International TV)",在他們出道二十年之後，讓我們一起加入嵐的珍愛成員，展開新的旅程，展現他們的生活、才華和天賦給全世界。,TV-PG,1.0,"['Docuseries', 'International TV Shows']"
替補球員2：破壞球者,Benchwarmers 2: Breaking Balls,2019,"喜劇片 (Comedy), Sports Movies",一位曾在棒球運動中留下挫敗的新手律師，只能在成功管理律師事務所的混雜軟式棒球隊之後進入法律界。,PG-13,90.0,"['Comedies', 'Sports Movies']"
狂味糊涂2,How High 2,2019,喜劇片 (Comedy),一對朋友發現了一本大麻聖經，但他們的神奇貨物被偷了，於是他們展開了一場在亞特蘭大尋找大麻的旅程。,TV-MA,89.0,['Comedies']
"""佔領"" (Occupied)",Occupied,2019,"國際影集 (International TV), 劇情片 (Drama), 驚悚片 (Thriller)",在不久的將來，俄羅斯發動了對挪威的“絲絨手套”侵略，以重新啟動石油生產，但很快就出現了不確定性、混亂和危險。,TV-MA,3.0,"['International TV Shows', 'TV Dramas', 'TV Thrillers']"
布卡布卡：愛的食譜,Pucca: Love Recipe,2018,"Kids' TV, Korean TV Shows",面對家族餐廳存亡的威脅，以及對嘉儒愛情的競爭對手，布嘉為了她所愛的一切而奮戰。,TV-Y7,1.0,"[""Kids' TV"", 'Korean TV Shows']"
繽紛魔法寶貝,Rainbow Ruby,2016,Kids' TV,露比和她的泰迪熊朱古一起在彩虹村展開神奇的旅程，她的玩具在這裡會活過來，而且總是有問題要解決！,TV-Y,1.0,"[""Kids' TV""]"
機器火車隊,Robot Trains,2018,"Kids' TV, Korean TV Shows",在保持和平和安全的火車世界並不容易，但對於有能力變身為機器人的五列火車來說，每一次危機都是一次冒險！,TV-Y7,2.0,"[""Kids' TV"", 'Korean TV Shows']"
惡劣份子,The Degenerates,2019,"Stand-Up Comedy & Talk Shows, 喜劇片 (Comedy)",六位喜劇演員在這系列半小時特輯中探索喜劇的粗俗和下流一面。僅限成年觀眾觀看。,TV-MA,2.0,"['Stand-Up Comedy & Talk Shows', 'TV Comedies']"
延禧攻略：玉極風流,Yanxi Palace: Princess Adventures,2019,"國際影集 (International TV), 劇情片 (Drama)",一位堅毅的清朝公主在應對宮廷陰謀和對她家族的仇恨的同時，努力在充滿危險的浪漫世界中穿梭。,TV-14,1.0,"['International TV Shows', 'TV Dramas']"
斉木楠雄的Ψ難: 再度覺醒,The Disastrous Life of Saiki K.: Reawakened,2019,"Anime Series, 國際影集 (International TV)",林楠和一幫自命不凡的朋友們再次回歸，帶來更多精神力量帶來的麻煩。如果之前他已經有足夠的問題了，現在他更是多了一些。,TV-14,1.0,"['Anime Series', 'International TV Shows']"
熱戀特工：女孩遇見男孩,Hot Gimmick: Girl Meets Boy,2019,"劇情片 (Drama), International Movies",一個安靜的青少女的生活被搖動，當她被迫成為她傲慢鄰居的奴隸。他愛她，但他們都有很多要學習關於信任。,TV-MA,120.0,"['Dramas', 'International Movies']"
閃電巡邏隊,Blitz Patrollie,2013,"動作片 (Action), 喜劇片 (Comedy), International Movies",被困在家庭壓力和小型犯罪打擊之間，一對愚蠢的警察試圖破獲一宗大型毒品交易，並留名史冊。,TV-MA,102.0,"['Action & Adventure', 'Comedies', 'International Movies']"
埃爾·佩佩，至高無上的一生,"El Pepe, a Supreme Life",2018,"紀錄片 (Documentary), International Movies",在這部親密的紀錄片中，前烏拉圭總統荷西·“佩佩”·穆希卡談到了他在監獄中學到的教訓，他的理想和未來。,TV-14,73.0,"['Documentaries', 'International Movies']"
凱文·哈特：別搞砸這一次,Kevin Hart: Don’t F**k This Up,2019,訪談式紀錄劇集 (Docuseries),在他的事業和婚姻中充滿動盪時，喜劇演員和電影明星凱文·哈特在應對危機和名聲中，敞開心扉談論他個人的突破。,TV-MA,1.0,['Docuseries']
小販,The Vendor,2018,"喜劇片 (Comedy), International Movies",一位報紙販嘆息自己的不成功，但當他找到一份更好的工作當司機並發現自己的富有父親時，卻被自己的懶惰所損害。,TV-MA,103.0,"['Comedies', 'International Movies']"
手機App,The App,2019,"劇情片 (Drama), Independent Movies, International Movies",在羅馬拍攝他的第一部電影期間，演員兼工業繼承人尼克對一款交友應用程式著了迷，導致他陷入自我毀滅的惡性循環。,TV-MA,79.0,"['Dramas', 'Independent Movies', 'International Movies']"
命運的烈焰,The Bonfire of Destiny,2019,"國際影集 (International TV), 劇情片 (Drama)",1897年，巴黎發生了一場毀滅性的大火，三位女性的生活因背叛、欺騙和浪漫的動盪而被顛覆。故事靈感來自真實事件。,TV-MA,1.0,"['International TV Shows', 'TV Dramas']"
你。,You,2019,"懸疑片 (Suspense), 愛情片 (Romance), 劇情片 (Drama)",一位迷戀一位有抱負的作家的迷人書店經理，採取極端手段來介入她的生活。,TV-MA,2.0,"['Crime TV Shows', 'Romantic TV Shows', 'TV Dramas']"
毀滅: 毀滅,Doom: Annihilation,2019,"動作片 (Action), 恐怖片 (Horror), 奇幻片 (Fantasy)",一群靈魂吞噬惡魔入侵了火星的一個衛星，一群精英太空海軍陸戰隊必須消滅這些怪獸，以拯救地球。,R,97.0,"['Action & Adventure', 'Horror Movies', 'Sci-Fi & Fantasy']"
煙火,Fireworks,2017,"Anime Features, 愛情片 (Romance)",國中生奈砂想和同學典道一起逃跑，他在這個命運的夏日不知何故能夠倒流時間。,TV-PG,91.0,"['Anime Features', 'Romantic Movies']"
老爺爺托兒所,Grand-Daddy Day Care,2019,"Children & Family Movies, 喜劇片 (Comedy)",一位困擾的小說家因為金錢問題，在家裡開了一個私人的老人中心，以賺取快錢並照顧他需要特別照顧的岳父。,PG-13,96.0,"['Children & Family Movies', 'Comedies']"
壺頭兵：歸來之法,Jarhead: Law of Return,2019,"動作片 (Action), 劇情片 (Drama)",美國參議員的兒子被真主黨民兵俘虜後，一群訓練有素的士兵進入敵區，試圖將他帶回家。,R,103.0,"['Action & Adventure', 'Dramas']"
惡棍英雄,MFKZ,2017,"動作片 (Action), 喜劇片 (Comedy), International Movies",一群神秘的惡棍在混亂的黑肉城裡追逐十幾歲的懶散少年Angelino，當他揭開了能解救世界的秘密力量。,R,95.0,"['Action & Adventure', 'Comedies', 'International Movies']"
甜心,Sweetheart,2019,"恐怖片 (Horror), 奇幻片 (Fantasy), 驚悚片 (Thriller)",一名被困在偏遠島嶼上的女性發現她並不孤單，並開始與每個夜晚出現的致命存在對抗以求生存。,PG-13,83.0,"['Horror Movies', 'Sci-Fi & Fantasy', 'Thrillers']"
卡羅爾與星期二,CAROLE & TUESDAY,2019,"Anime Series, 國際影集 (International TV), Teen TV Shows",《兼職女孩凱蘿相遇了富家女妮歌，她們各自意識到找到了彼此需要的音樂夥伴。一起，她們也許會成功。》,TV-MA,2.0,"['Anime Series', 'International TV Shows', 'Teen TV Shows']"
天外飛來,Como caído del cielo,2019,"喜劇片 (Comedy), International Movies, 音樂歌舞片 (Musical)",為了贏得自己的天堂之地，傳奇墨西哥演員兼歌手佩德羅·因法特被送回地球，投身於一個模仿者的身體中，以修復他的風流成性。,TV-14,117.0,"['Comedies', 'International Movies', 'Music & Musicals']"
約翰·穆蘭尼和午餐袋幫,John Mulaney & The Sack Lunch Bunch,2019,"Children & Family Movies, 喜劇片 (Comedy)",約翰·穆蘭尼和他的小伙伴們以時光倒流的綜藝特輯方式，用動聽的歌曲、喜劇小品和特別嘉賓一起探討適合各年齡層的存在主義話題。,TV-PG,70.0,"['Children & Family Movies', 'Comedies']"
迷失太空,Lost in Space,2019,"動作片 (Action), 劇情片 (Drama), 奇幻片 (Fantasy)",在一次墜毀於外星球上後，羅賓遜家族奮戰不懈，克服種種困難求生並逃離該地。然而，他們卻四面受敵，處處是隱藏的危險。,TV-PG,2.0,"['TV Action & Adventure', 'TV Dramas', 'TV Sci-Fi & Fantasy']"
《天梯情鎖》,Jacob's Ladder,2019,驚悚片 (Thriller),在與他認為在戰鬥中被殺的哥哥重聚後，一名前軍醫開始經歷暴力和偏執的幻覺。,R,90.0,['Thrillers']
私人診所,Private Practice,2012,"喜劇片 (Comedy), 劇情片 (Drama)",在歐塞德健康中心，艾迪遜·蒙哥馬利博士在全新的整全醫學世界中應對競爭性人格。,TV-14,6.0,"['TV Comedies', 'TV Dramas']"
球網後場,Back of the Net,2019,"Children & Family Movies, Sports Movies",一位美國科學迷準備在海上度過一個夏天，卻意外地來到了澳洲的足球學院，被迫和當地人一起踢球。,TV-Y,86.0,"['Children & Family Movies', 'Sports Movies']"
在倫敦迷失,Lost in London,2017,"喜劇片 (Comedy), International Movies",奈及利亞學生Okon和Bona被選中參加倫敦的交換計畫，在那裡經歷到文化衝擊，其實是多次的衝擊。,TV-PG,86.0,"['Comedies', 'International Movies']"
特務,Agent,2019,"國際影集 (International TV), 劇情片 (Drama)",一位前足球運動員試圖在非洲足球世界中成為一名球員經紀人，但他過去的秘密威脅著摧毀一切。,TV-MA,1.0,"['International TV Shows', 'TV Dramas']"
伊莉莎夫人,Being Mrs Elliot,2014,"劇情片 (Drama), International Movies, 愛情片 (Romance)",一名被冷落的城市妻子與一名困擾的村民一起搭計程車，一場激烈的意外迫使他們過著彼此的生活。,TV-14,113.0,"['Dramas', 'International Movies', 'Romantic Movies']"
法爾茲體驗,Falz Experience,2018,"International Movies, 音樂歌舞片 (Musical)",在成功的2017年年底演出後，尼日利亞藝術家Falz在影視和音樂會上飾演律師、牧師等多個角色。,TV-MA,82.0,"['International Movies', 'Music & Musicals']"
艾奧瑞,Iyore,2015,"劇情片 (Drama), International Movies, 愛情片 (Romance)",一位老師在講授貝寧帝國歷史時，一段悲劇性的浪漫故事開始在她的課堂和她的愛情生活之間上演，當她的童年愛人再度出現時。,TV-PG,141.0,"['Dramas', 'International Movies', 'Romantic Movies']"
第一夫人,The First Lady,2015,"劇情片 (Drama), International Movies",夢想有著更美好生活的一名處境危險的妓女，與一位被邪惡叔叔變成小孩的富有公司繼承人意外相遇。,TV-MA,107.0,"['Dramas', 'International Movies']"
兩位教宗,The Two Popes,2019,劇情片 (Drama),在天主教會關鍵轉折的時刻，教宗本篤十六世與未來的教宗方濟各結成了意想不到的友誼。靈感來自真實事件。,PG-13,126.0,['Dramas']
獵魔士,The Witcher,2019,"國際影集 (International TV), 動作片 (Action), 劇情片 (Drama)","翻譯結果：

瑞維亞的杰洛特是一名被改造的傭兵獵魔人，他踏上旅途追尋命運，在一個動蕩的世界中，人們常常比怪物更邪惡。",TV-MA,1.0,"['International TV Shows', 'TV Action & Adventure', 'TV Dramas']"
突襲之後,After the Raid,2019,"紀錄片 (Documentary), International Movies",一個小鎮發生了一場大規模的移民搜捕行動，對於教會信徒來說，這帶來了情感上的混亂和許多艱難的問題，讓他們思考何謂愛人如己。,TV-PG,25.0,"['Documentaries', 'International Movies']"
廿載挑戰,Twice Upon A Time,2019,"國際影集 (International TV), 愛情片 (Romance), 劇情片 (Drama)",分手幾個月後，一個男人收到一個神秘的包裹，打開了通往過去的大門，讓他有機會挽回他的前任。,TV-MA,1.0,"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']"
紫外線,Ultraviolet,2019,"懸疑片 (Suspense), 國際影集 (International TV), 劇情片 (Drama)",一群業餘偵探在線社區上利用科技來解決犯罪，並在追求正義的過程中結識到一群古怪的朋友。,TV-MA,2.0,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']"
別惹貓：追捕網路殺手,Don't F**k with Cats: Hunting an Internet Killer,2019,"懸疑片 (Suspense), 訪談式紀錄劇集 (Docuseries)",一個扭曲的犯罪分子恐怖的影片驅使一群業餘網路偵探展開危險的追捕行動，將他們牽扯進黑暗的地下世界。,TV-MA,1.0,"['Crime TV Shows', 'Docuseries']"
配樂,Soundtrack,2019,"愛情片 (Romance), 劇情片 (Drama)",愛情、失落和轉變的幸運交織在一起，這部音樂劇情影集講述兩位在洛杉磯經歷充沛人生的掙扎藝術家。,TV-MA,1.0,"['Romantic TV Shows', 'TV Dramas']"
鄭文翰：亞洲喜劇演員摧毀美國,Ronny Chieng: Asian Comedian Destroys America!,2019,Stand-Up Comedy,羅尼·鍾（《每日秀》、《瘋狂亞洲富豪》）在這個單口喜劇特輯中獨領風騷，並對現代美國生活等議題做出評論。,TV-MA,63.0,['Stand-Up Comedy']
誠摯的問候，達卡,"Sincerely Yours, Dhaka",2018,"喜劇片 (Comedy), 劇情片 (Drama), Independent Movies",十一位新興的孟加拉導演呈現了一系列以首都為中心，探討邊緣生活的生動短片。,TV-MA,136.0,"['Comedies', 'Dramas', 'Independent Movies']"
丹麥女孩,The Danish Girl,2015,"劇情片 (Drama), Independent Movies, International Movies",在1920年代的丹麥，一對已婚藝術家展開了一段無條件愛的旅程，當丈夫宣布他的意圖要以女性身份生活。,R,120.0,"['Dramas', 'Independent Movies', 'International Movies']"
炸彈之國,Bangistan,2015,"喜劇片 (Comedy), 劇情片 (Drama), International Movies",在同一個致命的國際任務中，兩個男人被他們敵對的宗教派系派遣，他們的瘋狂戲劇表演使他們在途中出現了荒謬的意外。,TV-14,134.0,"['Comedies', 'Dramas', 'International Movies']"
灰姑娘與四位騎士,Cinderella and the Four Knights,2016,"國際影集 (International TV), Korean TV Shows, 愛情片 (Romance)",精力充沛的河媛吸引了一位富有的紳士的注意，被聘請和他的三個不成熟的孫子一起生活，以便訓練他們。,TV-PG,1.0,"['International TV Shows', 'Korean TV Shows', 'Romantic TV Shows']"
古酷萌,Cocomong,2015,"Kids' TV, Korean TV Shows",在你的冰箱裡有什麼？在陽光明媚的冰箱國，日常食材變身成喜歡冒險的動物朋友。,TV-Y,2.0,"[""Kids' TV"", 'Korean TV Shows']"
愛的迫降,Crash Landing on You,2019,"國際影集 (International TV), Korean TV Shows, 愛情片 (Romance)",一場滑翔傘意外將一位南韓女豪門掉落到北韓，也進入了一名軍官的生活，他決定幫她躲藏起來。,TV-14,1.0,"['International TV Shows', 'Korean TV Shows', 'Romantic TV Shows']"
瘋狂、可愛、酷。,"Crazy, Lovely, Cool",2018,"國際影集 (International TV), 劇情片 (Drama)",一群充滿魅力的大學生，從校園部落格上震撼的揭露中得知，生存大學生活變得非常嚴肅。,TV-MA,1.0,"['International TV Shows', 'TV Dramas']"
瞧！這一招,Dil Chahta Hai,2001,"喜劇片 (Comedy), 劇情片 (Drama), International Movies",青梅竹馬的朋友阿卡什、薩米爾和西德哈特剛從大學畢業。他們之間無往不利，直到他們各自墜入愛河。,TV-14,185.0,"['Comedies', 'Dramas', 'International Movies']"
勇敢前行,Dil Dhadakne Do,2015,"喜劇片 (Comedy), 劇情片 (Drama), International Movies",在為親友舉辦郵輪假期的時候，一個富有但功能失調的家庭必須面對他們完美外表下的醜陋真相。,TV-MA,174.0,"['Comedies', 'Dramas', 'International Movies']"
唐頓莊園,Don,2006,"動作片 (Action), International Movies",一位殘忍的犯罪老大和毒品頭目被當局逮捕並拘禁，他們派遣他天真的替身潛入這個集團。,TV-14,169.0,"['Action & Adventure', 'International Movies']"
鐵金剛2,Don 2,2011,"動作片 (Action), International Movies, 音樂歌舞片 (Musical)",在亞洲完全受控制之後，犯罪頭目唐將目光轉向歐洲，一路上與每個國家的黑幫老大對抗。,TV-14,148.0,"['Action & Adventure', 'International Movies', 'Music & Musicals']"
複仇好孩子,Fukrey,2013,"動作片 (Action), 喜劇片 (Comedy), 劇情片 (Drama)",四個年輕男性朋友在這部以音樂為主題的寶萊塢青少年劇中，面對成長中的挑戰和意外災難。,TV-14,135.0,"['Action & Adventure', 'Comedies', 'Dramas']"
遊戲,Game,2011,"International Movies, 驚悚片 (Thriller)",一位大亨指控三個陌生人殺害他的女兒，但在他揭露他們之前神秘死亡，引發了尋找真正罪犯的纏鬥。,TV-14,135.0,"['International Movies', 'Thrillers']"
少女與戰車,Girls und Panzer,2012,"Anime Series, 國際影集 (International TV)",西園美保試圖逃避家族傳統的坦克運動，透過轉學到一所新的高中。然而，她最終與朋友們重拾了這項運動。,TV-PG,1.0,"['Anime Series', 'International TV Shows']"
神聖的期待,Holy Expectations,2019,"Children & Family Movies, 喜劇片 (Comedy), International Movies",生命預期不長，一位年輕女孩以信仰和生動的想像力來應對逆境，創造了一個影響所有人的故事。,TV-14,89.0,"['Children & Family Movies', 'Comedies', 'International Movies']"
蜜月旅行社,Honeymoon Travels Pvt. Ltd.,2007,"喜劇片 (Comedy), 劇情片 (Drama), International Movies",這部不拘一格的喜劇劇情片追蹤六對古怪的新婚夫婦，他們在蜜月期間乘坐巴士從孟買到果亞。,TV-14,119.0,"['Comedies', 'Dramas', 'International Movies']"
伊索肯,Isoken,2017,"喜劇片 (Comedy), International Movies, 愛情片 (Romance)","《三十四歲單身女子》

三十四歲的伊索肯單身一人，她的母親希望她能和一位黑人企業家談戀愛，但伊索肯卻發現自己對一位白人攝影記者產生了吸引。",TV-14,98.0,"['Comedies', 'International Movies', 'Romantic Movies']"
卡迪克的電話,Karthik Calling Karthik,2010,"劇情片 (Drama), International Movies, 驚悚片 (Thriller)",感情不順，工作被欺負，一名辦公室職員接受了自己的死胡同生活，直到神秘來電改變了一切…… 自己。,TV-14,135.0,"['Dramas', 'International Movies', 'Thrillers']"
目標,Lakshya,2004,"動作片 (Action), 劇情片 (Drama), International Movies",在退出軍隊後，一名被寵壞的青少年重新入伍，並在戰爭爆發時成為一名軍官，證明了自己的能力。,TV-PG,185.0,"['Action & Adventure', 'Dramas', 'International Movies']"
機會的好運,Luck by Chance,2009,"劇情片 (Drama), International Movies, 愛情片 (Romance)",當維克蘭被選中擔任寶萊塢電影男主角時，他無法相信自己的運氣。但這可能會毀掉他和女友的關係。,TV-14,156.0,"['Dramas', 'International Movies', 'Romantic Movies']"
馬鈴薯愛情事,Potato Potahto,2017,"喜劇片 (Comedy), 劇情片 (Drama), International Movies",一對離婚夫妻決定繼續共同居住，但當他們開始和其他人約會時，原本已經脆弱的共居計劃開始崩解。,TV-MA,104.0,"['Comedies', 'Dramas', 'International Movies']"
搖滾動起來,Rock On!!,2008,"劇情片 (Drama), International Movies, 音樂歌舞片 (Musical)",四位朋友希望他們的搖滾樂團會大紅。在解散後，樂團成員重新聚在一起，再次努力實現他們的夢想。,TV-14,139.0,"['Dramas', 'International Movies', 'Music & Musicals']"
史酷比：神秘公司,Scooby-Doo!: Mystery Incorporated,2012,"Kids' TV, 喜劇片 (Comedy)",在這部經典卡通作品《史酷比》，史酷比杜及他們的朋友們在一個被超自然混亂所困擾的小村莊裡解決恐怖的神秘事件。,TV-Y7,2.0,"[""Kids' TV"", 'TV Comedies']"
尋秘。,Talaash,2012,"劇情片 (Drama), International Movies, 驚悚片 (Thriller)",在孟买混乱的环境中，这部神秘剧集以一位警察督察为中心，他正努力应对婚姻的破裂。,TV-14,140.0,"['Dramas', 'International Movies', 'Thrillers']"
怪物哪裡跑,What's New Scooby-Doo?,2005,"Kids' TV, 喜劇片 (Comedy)",史酷比和他的朋友們進入21世紀，這個更新版本的原創系列有更多可怕的神秘事件要解決。,TV-Y7,3.0,"[""Kids' TV"", 'TV Comedies']"
青春不敗風光,Zindagi Na Milegi Dobara,2011,"喜劇片 (Comedy), 劇情片 (Drama), International Movies",三個朋友在西班牙進行一場冒險的公路旅行/單身派對，他們學到一些關於自己和彼此的教訓，這將永遠改變他們。,TV-14,154.0,"['Comedies', 'Dramas', 'International Movies']"
獨行俠,6 Underground,2019,"動作片 (Action), 劇情片 (Drama)",在假裝死亡後，一位科技大亨招募了一支國際特工團隊，進行了一項大膽而血腥的任務，以推翻一名殘暴的獨裁者。,R,129.0,"['Action & Adventure', 'Dramas']"
一段去牙買加的旅程,A Trip to Jamaica,2016,"喜劇片 (Comedy), International Movies",一對新訂婚的情侶在牙買加的浪漫假期變成了一次淘氣的冒險，考驗他們的關係以野生和意外的方式。,TV-MA,99.0,"['Comedies', 'International Movies']"
我的老婆和我,My Wife and I,2017,"喜劇片 (Comedy), International Movies, 愛情片 (Romance)",一對傾向離婚的夫妻前往牧師諮詢時，意外的情況讓他們的婚姻出現了變化。,TV-MA,100.0,"['Comedies', 'International Movies', 'Romantic Movies']"
奧卡福法則,Okafor's Law,2016,"喜劇片 (Comedy), International Movies, 愛情片 (Romance)",一位毫無歉意的花花公子決定去誘惑三位前情人，但在這過程中卻意外地獲得了對愛情的教育。,TV-14,110.0,"['Comedies', 'International Movies', 'Romantic Movies']"
七個半約會,Seven and a half dates,2018,"劇情片 (Drama), International Movies, 愛情片 (Romance)",陷入工作的年輕女子，不情願地答應父親的計劃，安排她相親十次，以尋找合適的丈夫。,TV-14,107.0,"['Dramas', 'International Movies', 'Romantic Movies']"
第九分局,The 9th Precinct,2019,"International Movies, 驚悚片 (Thriller)",一名理想主義的警察加入地下警察部隊，與威脅人類和超自然領域平衡的恐怖勢力作戰。,TV-MA,95.0,"['International Movies', 'Thrillers']"
最後一小時,Zero Hour,2018,"International Movies, 驚悚片 (Thriller)",在父親去世後，一個零售帝國的繼承人回來接管家族生意，但面臨涉及洗錢和謀殺的爭議。,TV-MA,89.0,"['International Movies', 'Thrillers']"
傑克懷特霍: 與父親共度的聖誕節,Jack Whitehall: Christmas with My Father,2019,Stand-Up Comedy,傑克·懷特霍爾邀請了自己以一貫古板著稱的父親登上倫敦西區的舞台，舉辦一場聖誕喜劇盛會，並邀請名人嘉賓參加。,TV-MA,65.0,['Stand-Up Comedy']
天空是粉紅色,The Sky Is Pink,2019,"劇情片 (Drama), International Movies",少女在不幸罹患終期疾病後，以遺作敘述她父母堅韌的戀情，這部劇情影集改編自真實故事。,TV-MA,143.0,"['Dramas', 'International Movies']"
好命好運,Good and Prosperous,2017,"喜劇片 (Comedy), International Movies",兩個失業的兄弟無所事事地尋找能讓難以取悅的母親讚賞的職業，他們笨拙地嘗試了無數工作。,TV-14,101.0,"['Comedies', 'International Movies']"
米雪·沃夫：笑話秀,Michelle Wolf: Joke Show,2019,Stand-Up Comedy,喜劇演員米雪·沃夫在紐約市的一個獨角戲特輯中，以幽默的方式處理憤怒文化、按摩、生產、女權主義等議題，還包括水獺等各種話題。,TV-MA,60.0,['Stand-Up Comedy']
家庭團聚聖誕節,A Family Reunion Christmas,2019,"Children & Family Movies, 喜劇片 (Comedy)",「M'Dear和她的姊妹們在教堂的聖誕節表演前努力保持她們的歌唱表演，同時爺爺教導孩子們一個寶貴的教訓。」,TV-PG,29.0,"['Children & Family Movies', 'Comedies']"
傍晚襲來,It Comes at Night,2017,"恐怖片 (Horror), Independent Movies",危險在他孤立的家外蔓延，一位過度保護的父親面臨著一個艱難的抉擇，當另一個家庭來尋求幫助。,R,92.0,"['Horror Movies', 'Independent Movies']"
守護者,Saaho,2019,"動作片 (Action), International Movies",在一個虛構的大都市中，一宗驚人的地下世界盜竊引發了黑幫之間激烈的權力鬥爭，一名神秘的警察正在追踪他們。,TV-14,172.0,"['Action & Adventure', 'International Movies']"
天衣無縫 2,Nothing to Lose 2,2019,"劇情片 (Drama), Faith & Spirituality, International Movies",在這部傳記續集中，爭議圍繞著他所幫助創立的福音教會，艾迪爾·馬塞多必須應對背叛、政治和個人損失。,PG-13,97.0,"['Dramas', 'Faith & Spirituality', 'International Movies']"
「天文社：喜劇短劇秀」,Astronomy Club: The Sketch Show,2019,喜劇片 (Comedy),以獨特的個人觀點匯聚成一致的聲音，喜劇組合天文俱樂部呈現出一種聰明荒謬的幽默風格。,TV-MA,1.0,['TV Comedies']
香蕉島鬼魂,Banana Island Ghost,2017,"喜劇片 (Comedy), International Movies",一個鬼魂正在尋找靈魂伴侶，他與上帝交涉，希望在地球上再多三天的時間來尋找愛情，然後遇到一個自己也需要幫助的女人。,TV-14,108.0,"['Comedies', 'International Movies']"
名流婚姻,Celebrity Marriage,2017,"劇情片 (Drama), International Movies",一位成功的女演員，她的丈夫對她施虐，向有著自己困擾感情問題的朋友們倾訴。,TV-14,107.0,"['Dramas', 'International Movies']"
豐滿的家,Fuller House,2020,喜劇片 (Comedy),坦納一家的冒險持續進行，DJ坦納-富勒和她的妹妹史蒂芬妮以及朋友金美一起分享家庭，幫助撫養她的三個男孩。,TV-PG,5.0,['TV Comedies']
婚姻故事,Marriage Story,2019,劇情片 (Drama),奧斯卡獎提名導演諾亞·鮑姆巴赫執導這部犀利而充滿同情心的影片，描述一段婚姻的破裂與家庭的團結。,R,137.0,['Dramas']
遊戲人生 零,No Game No Life: Zero,2017,"動作片 (Action), Anime Features, International Movies",在古老的迪斯波德，一位年輕的戰士和一位機械生命體成為朋友，展開了一項艱鉅的任務，阻止一場全球性的戰爭，並拯救人類免於滅絕。,TV-MA,106.0,"['Action & Adventure', 'Anime Features', 'International Movies']"
